               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.021457,            0.013318,          0.00045523,             0.97629,             0.99504,             0.99189,             0.74783,            0.020541,           0.0090114,          0.00036484,           0.0074425,           0.0074425,           0.0074425
                 157,             0.02233,            0.014502,          0.00041477,             0.97626,             0.99504,             0.99175,             0.75263,            0.020582,           0.0089165,          0.00040189,            0.007426,            0.007426,            0.007426
                 158,            0.021164,            0.013748,          0.00046785,             0.97904,             0.99793,             0.98882,             0.75096,            0.019843,           0.0089095,          0.00039237,           0.0074095,           0.0074095,           0.0074095
                 159,            0.021267,            0.014064,          0.00039655,             0.97944,             0.99504,             0.98942,             0.74872,            0.020791,           0.0089115,          0.00034863,            0.007393,            0.007393,            0.007393
                 160,            0.021503,            0.013215,          0.00041152,             0.98035,             0.99504,             0.99011,             0.74137,            0.020797,           0.0089736,           0.0003436,           0.0073765,           0.0073765,           0.0073765
                 161,            0.021537,            0.013309,          0.00040142,             0.98012,             0.99504,             0.99114,              0.7572,            0.020382,           0.0088583,          0.00034073,             0.00736,             0.00736,             0.00736
                 162,            0.021253,            0.013103,           0.0004128,                0.98,             0.99504,             0.99202,              0.7486,            0.020465,           0.0088995,          0.00032109,           0.0073435,           0.0073435,           0.0073435
                 163,            0.021184,            0.013943,          0.00040026,             0.98045,             0.99504,              0.9905,             0.74875,            0.021144,           0.0088796,          0.00031597,            0.007327,            0.007327,            0.007327
                 164,            0.021428,            0.014215,          0.00039067,             0.98004,             0.99384,             0.98826,             0.73098,             0.02137,           0.0089377,          0.00032495,           0.0073105,           0.0073105,           0.0073105
                 165,            0.021664,            0.014466,          0.00044562,             0.98049,             0.99309,              0.9915,             0.74682,            0.020814,           0.0087986,          0.00033237,            0.007294,            0.007294,            0.007294
                 166,            0.020735,            0.013786,          0.00042128,             0.97628,             0.99341,             0.99171,             0.76048,            0.020353,           0.0087576,          0.00032993,           0.0072775,           0.0072775,           0.0072775
                 167,            0.021113,            0.013666,          0.00044677,             0.97521,             0.99504,             0.99216,             0.76009,            0.020557,           0.0086657,          0.00031764,            0.007261,            0.007261,            0.007261
                 168,            0.022184,            0.013264,          0.00038473,             0.97817,             0.99793,             0.99228,              0.7532,            0.020827,            0.008611,          0.00031668,           0.0072445,           0.0072445,           0.0072445
                 169,            0.021111,            0.014172,          0.00035773,             0.97539,             0.99504,             0.98873,             0.74046,            0.020657,           0.0088778,           0.0003127,            0.007228,            0.007228,            0.007228
                 170,            0.021158,            0.013954,          0.00040784,              0.9801,             0.99216,             0.98961,             0.74474,             0.02075,           0.0088706,          0.00031386,           0.0072115,           0.0072115,           0.0072115
                 171,            0.020673,            0.012964,          0.00037304,             0.97856,             0.99793,             0.99075,             0.75179,            0.020201,           0.0089051,          0.00030858,            0.007195,            0.007195,            0.007195
                 172,            0.021914,            0.013682,           0.0003739,             0.98029,             0.99285,             0.99132,             0.74665,            0.020714,           0.0088583,          0.00030903,           0.0071785,           0.0071785,           0.0071785
                 173,            0.021106,            0.013825,          0.00034755,             0.98013,             0.99504,             0.99146,             0.74928,            0.020659,           0.0088496,           0.0002841,            0.007162,            0.007162,            0.007162
                 174,            0.020868,            0.013485,          0.00039588,             0.98051,             0.99504,              0.9911,             0.75489,            0.020461,           0.0088853,          0.00028089,           0.0071455,           0.0071455,           0.0071455
                 175,            0.021609,            0.014089,          0.00044514,             0.98115,             0.99504,             0.99099,             0.76484,            0.020452,           0.0087803,          0.00029511,            0.007129,            0.007129,            0.007129
                 176,            0.020171,            0.013841,           0.0003436,             0.98042,             0.99504,             0.98935,             0.74503,            0.020796,            0.008916,           0.0002949,           0.0071125,           0.0071125,           0.0071125
                 177,            0.020891,             0.01438,          0.00042055,             0.98086,             0.99504,             0.99003,             0.74235,            0.020723,            0.008901,          0.00029681,            0.007096,            0.007096,            0.007096
                 178,            0.020482,            0.013753,           0.0003573,             0.98135,             0.99504,             0.99051,             0.74137,             0.02104,           0.0089545,          0.00030024,           0.0070795,           0.0070795,           0.0070795
                 179,            0.021282,            0.013652,           0.0003806,              0.9812,             0.99504,             0.99103,             0.74707,            0.020931,           0.0088218,          0.00029825,            0.007063,            0.007063,            0.007063
                 180,            0.020907,            0.014117,          0.00043711,             0.98134,             0.99504,             0.99073,              0.7468,             0.02071,           0.0088321,          0.00029618,           0.0070465,           0.0070465,           0.0070465
                 181,            0.021648,            0.013883,          0.00042555,             0.98037,             0.99504,             0.99036,             0.74209,            0.020825,           0.0088453,          0.00031218,             0.00703,             0.00703,             0.00703
                 182,            0.020691,            0.013176,          0.00040208,             0.98115,             0.99757,             0.98984,             0.74982,            0.020524,           0.0089415,          0.00033667,           0.0070135,           0.0070135,           0.0070135
                 183,             0.02078,            0.013831,          0.00034719,             0.98172,             0.99504,             0.99069,              0.7489,            0.020488,            0.008867,          0.00035808,            0.006997,            0.006997,            0.006997
                 184,            0.020737,            0.012151,          0.00045283,             0.98146,             0.99751,             0.98976,             0.74268,            0.020645,           0.0088577,          0.00035332,           0.0069805,           0.0069805,           0.0069805
                 185,             0.02133,            0.013667,           0.0004197,             0.98139,             0.99756,             0.99016,             0.74373,             0.02079,            0.008971,          0.00033724,            0.006964,            0.006964,            0.006964
                 186,            0.021418,            0.013375,          0.00039664,             0.98007,             0.99504,             0.99025,             0.75065,            0.020719,           0.0089715,            0.000342,           0.0069475,           0.0069475,           0.0069475
                 187,            0.021147,            0.013497,          0.00027433,             0.97807,             0.99793,             0.99187,             0.74724,            0.021194,           0.0089942,          0.00033753,            0.006931,            0.006931,            0.006931
                 188,            0.021207,            0.013167,          0.00037556,             0.97811,             0.99793,             0.99208,              0.7517,            0.020752,           0.0089075,          0.00034999,           0.0069145,           0.0069145,           0.0069145
                 189,            0.020702,            0.013791,          0.00035689,             0.97878,             0.99793,             0.98958,             0.74847,            0.020687,           0.0088597,          0.00037705,            0.006898,            0.006898,            0.006898
                 190,            0.020799,            0.012946,          0.00037785,             0.98193,             0.99747,             0.99052,             0.74748,            0.020878,            0.008827,          0.00038234,           0.0068815,           0.0068815,           0.0068815
                 191,            0.020804,            0.013432,          0.00039617,             0.98046,             0.99504,             0.99105,             0.75005,            0.020594,           0.0088914,          0.00035014,            0.006865,            0.006865,            0.006865
                 192,            0.020966,            0.013299,          0.00035305,             0.98097,             0.99504,             0.99057,             0.75124,            0.020534,           0.0089426,          0.00033763,           0.0068485,           0.0068485,           0.0068485
                 193,            0.020675,            0.013897,          0.00041045,             0.98021,             0.99504,             0.99194,             0.75274,             0.02042,           0.0089458,          0.00036423,            0.006832,            0.006832,            0.006832
                 194,            0.020799,            0.013168,          0.00036734,             0.97672,             0.99793,             0.99289,             0.75859,            0.020306,           0.0088932,          0.00036176,           0.0068155,           0.0068155,           0.0068155
                 195,            0.021028,            0.013738,          0.00041632,             0.97745,             0.99534,             0.99219,             0.74904,            0.020182,            0.008843,           0.0003546,            0.006799,            0.006799,            0.006799
                 196,            0.021154,            0.013904,          0.00045893,              0.9803,             0.98878,              0.9915,             0.75011,            0.020331,           0.0088881,          0.00038499,           0.0067825,           0.0067825,           0.0067825
                 197,             0.02022,             0.01391,          0.00039177,              0.9804,             0.99111,             0.99154,             0.75696,            0.020509,           0.0088764,          0.00042701,            0.006766,            0.006766,            0.006766
                 198,            0.020839,            0.013041,          0.00035024,             0.97893,             0.99793,             0.99155,             0.75863,            0.020415,           0.0088236,           0.0003904,           0.0067495,           0.0067495,           0.0067495
                 199,            0.020795,            0.013132,          0.00039424,             0.97873,             0.99793,             0.99194,             0.75393,            0.020738,           0.0089585,           0.0003506,            0.006733,            0.006733,            0.006733
                 200,            0.021329,            0.013052,          0.00048143,             0.97896,             0.99793,             0.99251,             0.74706,            0.021178,            0.009017,          0.00034634,           0.0067165,           0.0067165,           0.0067165
                 201,            0.020367,            0.013246,          0.00030949,             0.97758,             0.99793,             0.99218,             0.74963,            0.020967,           0.0088052,          0.00035446,              0.0067,              0.0067,              0.0067
                 202,            0.021361,            0.013161,          0.00037191,             0.97615,             0.99504,             0.99116,             0.73755,            0.021232,           0.0089617,          0.00035269,           0.0066835,           0.0066835,           0.0066835
                 203,            0.021142,            0.013422,          0.00029724,             0.97582,             0.99504,             0.99226,              0.7526,            0.020572,           0.0088502,          0.00034417,            0.006667,            0.006667,            0.006667
                 204,             0.02121,            0.013092,          0.00035146,             0.97519,             0.99504,             0.99261,             0.75746,            0.020622,           0.0087887,          0.00032269,           0.0066505,           0.0066505,           0.0066505
                 205,            0.021074,            0.013463,          0.00029912,             0.97763,             0.99793,             0.99217,             0.75106,            0.020532,           0.0088023,          0.00031793,            0.006634,            0.006634,            0.006634
                 206,            0.020822,            0.014021,          0.00039565,             0.97981,             0.99223,             0.99226,             0.74926,            0.020609,           0.0087898,          0.00032309,           0.0066175,           0.0066175,           0.0066175
                 207,            0.020635,            0.013762,          0.00036451,             0.98248,              0.9942,             0.99149,             0.75086,            0.020261,           0.0088555,          0.00032569,            0.006601,            0.006601,            0.006601
                 208,            0.020054,            0.012758,          0.00036542,             0.98022,             0.99504,             0.99214,             0.75875,            0.020393,           0.0088544,          0.00034692,           0.0065845,           0.0065845,           0.0065845
                 209,             0.02072,            0.013512,          0.00032914,             0.98082,             0.99504,             0.99201,             0.76005,             0.02063,           0.0088805,          0.00036908,            0.006568,            0.006568,            0.006568
                 210,            0.020896,            0.012709,          0.00029587,             0.98151,             0.99622,             0.99184,             0.75935,            0.020561,           0.0088805,          0.00036407,           0.0065515,           0.0065515,           0.0065515
                 211,            0.020299,            0.013287,          0.00036526,             0.98076,             0.99504,             0.99103,             0.75532,            0.020632,           0.0089321,          0.00038232,            0.006535,            0.006535,            0.006535
                 212,            0.021195,            0.012423,          0.00035621,             0.98126,             0.99504,             0.99035,             0.74264,            0.020619,           0.0089873,          0.00041226,           0.0065185,           0.0065185,           0.0065185
                 213,            0.020582,            0.013886,          0.00035287,              0.9816,              0.9945,             0.99073,             0.75047,            0.020466,           0.0090085,          0.00040481,            0.006502,            0.006502,            0.006502
                 214,            0.020218,            0.013043,          0.00036223,             0.97886,             0.99793,             0.99078,              0.7405,             0.02078,           0.0089948,          0.00036534,           0.0064855,           0.0064855,           0.0064855
                 215,            0.020336,            0.014361,          0.00034436,             0.97864,             0.99793,             0.99074,             0.74882,            0.020444,           0.0088973,          0.00036339,            0.006469,            0.006469,            0.006469
                 216,            0.020308,            0.013352,           0.0002855,             0.97893,             0.99793,             0.99018,             0.75674,            0.020303,           0.0087789,          0.00036688,           0.0064525,           0.0064525,           0.0064525
                 217,            0.020316,             0.01395,          0.00033337,             0.97885,             0.99793,             0.98984,             0.75875,            0.020509,            0.008798,          0.00036536,            0.006436,            0.006436,            0.006436
                 218,            0.019989,             0.01289,          0.00032612,             0.98238,             0.99766,             0.99168,             0.74831,            0.020736,           0.0089664,          0.00036424,           0.0064195,           0.0064195,           0.0064195
                 219,            0.020708,            0.013109,          0.00032009,             0.97889,             0.99793,             0.99164,             0.75902,            0.020478,           0.0089332,          0.00036081,            0.006403,            0.006403,            0.006403
                 220,            0.020205,            0.013378,          0.00032956,             0.98029,             0.99286,             0.99141,             0.75896,            0.020778,           0.0089175,          0.00035098,           0.0063865,           0.0063865,           0.0063865
                 221,            0.021174,            0.014078,          0.00035338,             0.98031,             0.99504,             0.99118,             0.76434,            0.020077,           0.0087521,          0.00033352,             0.00637,             0.00637,             0.00637
                 222,            0.020769,            0.014249,          0.00032845,              0.9809,             0.99293,             0.99016,             0.74647,            0.020587,            0.008822,          0.00031488,           0.0063535,           0.0063535,           0.0063535
                 223,            0.020635,            0.013224,          0.00037582,             0.97875,             0.99793,             0.99104,             0.74642,            0.020522,           0.0089924,          0.00032151,            0.006337,            0.006337,            0.006337
                 224,            0.019784,            0.013302,           0.0003331,             0.97883,             0.99793,             0.99062,              0.7482,            0.020253,           0.0089455,          0.00031756,           0.0063205,           0.0063205,           0.0063205
                 225,            0.020382,            0.013276,          0.00036565,             0.98228,             0.99692,             0.99099,             0.75217,            0.020125,           0.0089488,          0.00031235,            0.006304,            0.006304,            0.006304
                 226,            0.020689,            0.013903,          0.00043879,             0.97937,             0.99793,             0.99062,             0.75135,            0.020019,           0.0088727,          0.00032097,           0.0062875,           0.0062875,           0.0062875
                 227,            0.020497,            0.014273,          0.00033206,             0.98072,             0.99504,             0.99134,             0.75639,            0.020178,           0.0088008,          0.00034031,            0.006271,            0.006271,            0.006271
                 228,            0.020941,            0.013125,          0.00037224,              0.9808,             0.99204,             0.99179,             0.75679,            0.019959,           0.0087824,          0.00036898,           0.0062545,           0.0062545,           0.0062545
                 229,            0.019999,            0.013343,          0.00030106,             0.98056,             0.99504,             0.99118,             0.74801,            0.020548,           0.0088954,          0.00040449,            0.006238,            0.006238,            0.006238
                 230,            0.020429,            0.012792,          0.00036112,             0.98045,             0.99504,             0.99097,             0.75416,            0.020469,           0.0089525,          0.00040545,           0.0062215,           0.0062215,           0.0062215
                 231,             0.02056,             0.01324,          0.00029825,             0.98069,             0.99504,             0.99098,             0.75706,            0.020351,           0.0088176,          0.00040316,            0.006205,            0.006205,            0.006205
                 232,            0.019572,            0.013999,          0.00032823,             0.98083,             0.99504,             0.99187,             0.75208,            0.020464,           0.0088051,          0.00040658,           0.0061885,           0.0061885,           0.0061885
                 233,            0.021468,            0.013397,            0.000375,             0.98122,             0.99504,             0.99157,             0.75026,            0.020765,           0.0088763,          0.00041006,            0.006172,            0.006172,            0.006172
                 234,            0.020796,            0.013677,          0.00028633,             0.98083,             0.99504,             0.99144,             0.75825,            0.020693,           0.0087578,          0.00039435,           0.0061555,           0.0061555,           0.0061555
                 235,            0.020632,            0.013708,          0.00029823,              0.9823,             0.99724,             0.99173,             0.76317,             0.02046,           0.0088099,          0.00036369,            0.006139,            0.006139,            0.006139
                 236,            0.020688,            0.013528,          0.00034393,             0.97871,             0.99793,             0.99281,             0.75681,            0.020505,           0.0088805,          0.00034795,           0.0061225,           0.0061225,           0.0061225
                 237,            0.020847,            0.013501,          0.00029724,             0.98251,             0.99679,             0.99217,             0.75659,            0.020413,           0.0090062,          0.00030252,            0.006106,            0.006106,            0.006106
                 238,            0.020254,            0.012412,           0.0003788,             0.97818,             0.99793,             0.99239,             0.75786,            0.020696,             0.00895,          0.00032309,           0.0060895,           0.0060895,           0.0060895
                 239,            0.020281,            0.013835,          0.00027808,             0.98251,             0.99666,             0.99254,             0.75908,            0.020733,           0.0089167,          0.00033309,            0.006073,            0.006073,            0.006073
                 240,            0.019533,            0.012688,          0.00032315,             0.97869,             0.99793,             0.99221,             0.74513,            0.021201,           0.0089753,          0.00035175,           0.0060565,           0.0060565,           0.0060565
                 241,            0.019444,              0.0137,          0.00036496,             0.97826,             0.99793,             0.99066,             0.74263,            0.020837,           0.0088862,          0.00037089,             0.00604,             0.00604,             0.00604
                 242,            0.019864,            0.013032,          0.00028541,             0.98054,             0.99504,             0.99086,             0.75182,            0.020749,           0.0088622,          0.00036659,           0.0060235,           0.0060235,           0.0060235
                 243,            0.020022,            0.013596,          0.00033217,             0.98182,             0.99735,             0.99098,             0.75202,            0.020574,           0.0089892,          0.00039915,            0.006007,            0.006007,            0.006007
                 244,            0.019765,             0.01355,          0.00031626,              0.9815,             0.99504,             0.99015,             0.75102,            0.020505,           0.0088246,          0.00041214,           0.0059905,           0.0059905,           0.0059905
                 245,            0.019539,            0.012883,           0.0002845,             0.98098,             0.99504,             0.99179,             0.75328,            0.020277,           0.0088222,          0.00040846,            0.005974,            0.005974,            0.005974
                 246,              0.0203,            0.014078,          0.00024947,             0.98033,             0.99504,             0.99214,              0.7507,            0.020815,           0.0089082,          0.00040382,           0.0059575,           0.0059575,           0.0059575
                 247,             0.02033,            0.013779,          0.00033744,             0.98118,             0.99504,             0.99163,             0.74473,             0.02107,            0.008946,          0.00042025,            0.005941,            0.005941,            0.005941
                 248,            0.020502,            0.013616,          0.00040986,             0.98107,             0.99504,             0.99133,             0.75232,            0.020576,           0.0088883,           0.0004167,           0.0059245,           0.0059245,           0.0059245
                 249,            0.020091,            0.013293,          0.00031711,             0.98046,             0.99504,             0.99118,             0.74973,             0.02085,           0.0089192,          0.00039601,            0.005908,            0.005908,            0.005908
                 250,             0.02005,            0.013791,          0.00037241,             0.97976,             0.99504,             0.99164,             0.75269,            0.020819,           0.0088643,          0.00036431,           0.0058915,           0.0058915,           0.0058915
                 251,            0.019509,            0.013155,           0.0003392,             0.98011,             0.99504,             0.99217,              0.7518,            0.020741,           0.0088149,          0.00032792,            0.005875,            0.005875,            0.005875
                 252,            0.019942,            0.013865,          0.00031792,             0.98051,             0.99504,             0.99196,              0.7506,            0.020762,           0.0088699,          0.00032719,           0.0058585,           0.0058585,           0.0058585
                 253,            0.019606,             0.01343,          0.00029577,             0.98054,             0.99504,             0.99158,             0.75714,            0.020532,           0.0088475,           0.0003205,            0.005842,            0.005842,            0.005842
                 254,            0.019707,            0.013171,          0.00033543,              0.9797,             0.99504,             0.99165,             0.75773,            0.020283,           0.0088332,          0.00030286,           0.0058255,           0.0058255,           0.0058255
                 255,            0.020267,            0.013187,          0.00027081,             0.98195,             0.99742,              0.9909,             0.75748,            0.019869,           0.0087902,          0.00028164,            0.005809,            0.005809,            0.005809
                 256,            0.020111,            0.013252,           0.0002917,             0.98206,             0.99716,             0.99107,             0.75735,            0.020048,           0.0088208,           0.0002802,           0.0057925,           0.0057925,           0.0057925
                 257,            0.020029,            0.012351,          0.00027871,             0.98023,             0.99504,             0.99076,             0.74941,            0.020627,           0.0088555,          0.00030111,            0.005776,            0.005776,            0.005776
                 258,            0.020022,            0.012312,          0.00033059,             0.98013,             0.99504,             0.99116,             0.74986,            0.020853,           0.0088577,          0.00031368,           0.0057595,           0.0057595,           0.0057595
                 259,            0.020778,             0.01339,          0.00034769,             0.98079,             0.99504,               0.991,             0.75377,            0.020609,           0.0088557,          0.00032815,            0.005743,            0.005743,            0.005743
                 260,            0.019729,            0.012939,          0.00031157,             0.98139,             0.99504,             0.99104,             0.75354,            0.020454,           0.0087653,           0.0003446,           0.0057265,           0.0057265,           0.0057265
                 261,            0.019966,            0.013651,          0.00035341,             0.98172,             0.99504,             0.99205,             0.76036,            0.020355,           0.0087941,          0.00035758,             0.00571,             0.00571,             0.00571
                 262,            0.020047,            0.013674,          0.00029886,             0.98181,             0.99504,             0.99199,             0.75989,             0.02035,           0.0087609,          0.00035199,           0.0056935,           0.0056935,           0.0056935
                 263,            0.019869,            0.013888,          0.00030894,             0.98122,             0.99753,             0.99178,             0.75976,            0.020596,           0.0087395,          0.00035462,            0.005677,            0.005677,            0.005677
                 264,            0.020192,            0.013864,          0.00033976,             0.98157,             0.99504,              0.9911,             0.75624,            0.020182,           0.0088147,          0.00037662,           0.0056605,           0.0056605,           0.0056605
                 265,            0.019849,            0.012291,          0.00029974,             0.98198,             0.99722,             0.99127,             0.75682,            0.020391,           0.0088286,          0.00038257,            0.005644,            0.005644,            0.005644
                 266,            0.020685,            0.014236,          0.00041647,             0.98033,             0.99504,             0.99146,              0.7575,            0.020536,           0.0088383,          0.00037072,           0.0056275,           0.0056275,           0.0056275
                 267,            0.019704,            0.013146,          0.00029393,             0.98051,             0.99504,             0.99148,             0.75451,            0.020748,            0.008922,          0.00035251,            0.005611,            0.005611,            0.005611
                 268,            0.020183,            0.013261,           0.0003525,             0.98027,             0.99504,              0.9917,             0.75661,             0.02069,           0.0088156,          0.00031814,           0.0055945,           0.0055945,           0.0055945
                 269,            0.019692,            0.013384,          0.00029007,               0.981,             0.99504,             0.99224,             0.74809,            0.020543,           0.0087787,          0.00030339,            0.005578,            0.005578,            0.005578
                 270,            0.020142,             0.01371,           0.0003537,             0.98125,             0.99504,             0.99173,              0.7529,            0.020404,           0.0087245,          0.00030831,           0.0055615,           0.0055615,           0.0055615
                 271,            0.020364,            0.013617,           0.0003205,             0.98115,             0.99504,             0.99121,             0.75111,            0.020684,           0.0087772,          0.00031024,            0.005545,            0.005545,            0.005545
                 272,            0.019666,            0.013342,          0.00028398,             0.98058,             0.99504,             0.99008,             0.74286,              0.0206,           0.0087937,          0.00029874,           0.0055285,           0.0055285,           0.0055285
                 273,            0.020399,            0.013592,          0.00029178,             0.98098,             0.99504,             0.99047,             0.75131,            0.020114,           0.0088112,          0.00028742,            0.005512,            0.005512,            0.005512
                 274,            0.019303,            0.013468,          0.00027394,             0.98145,             0.99504,             0.99192,              0.7547,            0.020221,           0.0088191,          0.00028018,           0.0054955,           0.0054955,           0.0054955
                 275,            0.019949,             0.01309,          0.00028249,             0.98121,             0.99504,              0.9916,             0.75201,            0.020242,           0.0088784,          0.00026134,            0.005479,            0.005479,            0.005479
